ward,precinct,zip
11.0,33.0,60616
11.0,34.0,60616
11.0,35.0,60616
11.0,38.0,60616
11.0,37.0,60616
11.0,36.0,60616
25.0,27.0,60616
25.0,6.0,60616
25.0,14.0,60616
25.0,18.0,60616
25.0,23.0,60616
4.0,28.0,60616
3.0,35.0,60653
3.0,1.0,60653
3.0,2.0,60653
3.0,4.0,60653
3.0,7.0,60653
3.0,9.0,60653
3.0,11.0,60653
3.0,12.0,60653
3.0,15.0,60653
3.0,20.0,60653
3.0,23.0,60653
3.0,24.0,60653
3.0,29.0,60653
3.0,30.0,60653
3.0,38.0,60653
3.0,41.0,60653
4.0,4.0,60653
4.0,11.0,60653
4.0,5.0,60653
4.0,7.0,60653
4.0,9.0,60653
4.0,12.0,60653
4.0,15.0,60653
4.0,18.0,60653
4.0,19.0,60653
4.0,22.0,60653
4.0,24.0,60653
4.0,32.0,60653
4.0,30.0,60653
4.0,29.0,60653
4.0,26.0,60653
4.0,31.0,60653
4.0,34.0,60653
4.0,35.0,60653
4.0,36.0,60653
4.0,10.0,60653
3.0,1.0,60609
3.0,5.0,60609
3.0,10.0,60609
3.0,16.0,60609
3.0,23.0,60609
3.0,24.0,60609
3.0,29.0,60609
3.0,36.0,60609
3.0,41.0,60609
3.0,28.0,60609
11.0,11.0,60609
11.0,12.0,60609
11.0,19.0,60609
11.0,21.0,60609
11.0,24.0,60609
11.0,25.0,60609
11.0,28.0,60609
11.0,32.0,60609
11.0,31.0,60609
11.0,29.0,60609
11.0,26.0,60609
11.0,23.0,60609
11.0,17.0,60609
11.0,13.0,60609
12.0,5.0,60609
12.0,9.0,60609
12.0,1.0,60609
12.0,3.0,60609
12.0,4.0,60609
12.0,23.0,60609
12.0,6.0,60609
12.0,8.0,60609
12.0,19.0,60609
12.0,21.0,60609
12.0,17.0,60609
14.0,17.0,60609
14.0,25.0,60609
15.0,1.0,60609
15.0,4.0,60609
15.0,5.0,60609
15.0,8.0,60609
15.0,9.0,60609
15.0,3.0,60609
15.0,23.0,60609
15.0,19.0,60609
15.0,15.0,60609
15.0,14.0,60609
15.0,13.0,60609
16.0,2.0,60609
16.0,7.0,60609
16.0,8.0,60609
16.0,10.0,60609
16.0,12.0,60609
16.0,15.0,60609
16.0,20.0,60609
20.0,2.0,60609
20.0,4.0,60609
20.0,6.0,60609
20.0,17.0,60609
20.0,20.0,60609
20.0,21.0,60609
20.0,25.0,60609
20.0,15.0,60609
20.0,32.0,60609
20.0,39.0,60609
20.0,38.0,60609
5.0,28.0,60649
8.0,53.0,60649
5.0,1.0,60649
5.0,5.0,60649
5.0,6.0,60649
5.0,10.0,60649
5.0,12.0,60649
5.0,14.0,60649
5.0,17.0,60649
5.0,26.0,60649
5.0,29.0,60649
5.0,31.0,60649
5.0,32.0,60649
5.0,33.0,60649
5.0,36.0,60649
5.0,38.0,60649
5.0,25.0,60649
5.0,40.0,60649
7.0,3.0,60649
7.0,1.0,60649
7.0,2.0,60649
7.0,17.0,60649
7.0,20.0,60649
7.0,4.0,60649
7.0,13.0,60649
7.0,10.0,60649
7.0,11.0,60649
7.0,16.0,60649
7.0,21.0,60649
7.0,19.0,60649
7.0,18.0,60649
7.0,7.0,60649
7.0,12.0,60649
7.0,14.0,60649
7.0,22.0,60649
7.0,5.0,60649
7.0,6.0,60649
7.0,8.0,60649
7.0,15.0,60649
8.0,2.0,60649
8.0,21.0,60649
8.0,11.0,60649
8.0,13.0,60649
8.0,9.0,60649
8.0,20.0,60649
8.0,28.0,60649
8.0,36.0,60649
8.0,42.0,60649
20.0,22.0,60649
7.0,9.0,60649
8.0,53.0,60617
7.0,44.0,60617
5.0,12.0,60617
7.0,30.0,60617
7.0,33.0,60617
7.0,29.0,60617
7.0,17.0,60617
7.0,31.0,60617
7.0,20.0,60617
7.0,34.0,60617
7.0,35.0,60617
7.0,16.0,60617
7.0,21.0,60617
7.0,19.0,60617
7.0,18.0,60617
7.0,28.0,60617
7.0,40.0,60617
7.0,27.0,60617
7.0,23.0,60617
7.0,32.0,60617
7.0,22.0,60617
7.0,25.0,60617
7.0,39.0,60617
7.0,42.0,60617
7.0,38.0,60617
7.0,37.0,60617
7.0,24.0,60617
7.0,43.0,60617
7.0,15.0,60617
7.0,26.0,60617
7.0,36.0,60617
7.0,45.0,60617
7.0,41.0,60617
7.0,46.0,60617
8.0,3.0,60617
8.0,4.0,60617
8.0,5.0,60617
8.0,6.0,60617
8.0,7.0,60617
8.0,8.0,60617
10.0,12.0,60617
8.0,11.0,60617
8.0,12.0,60617
8.0,13.0,60617
8.0,17.0,60617
8.0,19.0,60617
8.0,9.0,60617
8.0,24.0,60617
8.0,27.0,60617
10.0,13.0,60617
8.0,30.0,60617
8.0,32.0,60617
8.0,34.0,60617
8.0,36.0,60617
8.0,46.0,60617
8.0,49.0,60617
8.0,50.0,60617
8.0,51.0,60617
8.0,52.0,60617
8.0,37.0,60617
8.0,56.0,60617
10.0,6.0,60617
10.0,8.0,60617
10.0,30.0,60617
10.0,15.0,60617
10.0,1.0,60617
10.0,4.0,60617
10.0,32.0,60617
10.0,7.0,60617
10.0,10.0,60617
10.0,11.0,60617
10.0,14.0,60617
10.0,18.0,60617
10.0,19.0,60617
10.0,20.0,60617
10.0,24.0,60617
10.0,25.0,60617
10.0,31.0,60617
10.0,26.0,60617
10.0,27.0,60617
10.0,28.0,60617
10.0,29.0,60617
10.0,33.0,60617
10.0,35.0,60617
10.0,34.0,60617
10.0,22.0,60617
10.0,21.0,60617
10.0,23.0,60617
10.0,36.0,60617
3.0,16.0,60621
3.0,36.0,60621
6.0,27.0,60621
6.0,4.0,60621
6.0,5.0,60621
6.0,6.0,60621
6.0,11.0,60621
6.0,12.0,60621
6.0,15.0,60621
6.0,16.0,60621
6.0,18.0,60621
6.0,19.0,60621
6.0,32.0,60621
6.0,47.0,60621
6.0,28.0,60621
6.0,26.0,60621
6.0,25.0,60621
6.0,24.0,60621
6.0,23.0,60621
6.0,22.0,60621
6.0,21.0,60621
6.0,20.0,60621
6.0,17.0,60621
6.0,10.0,60621
6.0,9.0,60621
16.0,9.0,60621
16.0,14.0,60621
16.0,15.0,60621
16.0,25.0,60621
16.0,26.0,60621
16.0,27.0,60621
16.0,36.0,60621
16.0,28.0,60621
16.0,30.0,60621
17.0,5.0,60621
17.0,9.0,60621
17.0,13.0,60621
17.0,22.0,60621
17.0,28.0,60621
17.0,29.0,60621
20.0,6.0,60621
20.0,12.0,60621
20.0,13.0,60621
20.0,23.0,60621
20.0,28.0,60621
20.0,31.0,60621
20.0,35.0,60621
20.0,27.0,60621
20.0,32.0,60621
20.0,30.0,60621
20.0,29.0,60621
20.0,36.0,60621
20.0,37.0,60621
20.0,39.0,60621
6.0,1.0,60619
5.0,2.0,60619
5.0,10.0,60619
6.0,3.0,60619
5.0,12.0,60619
5.0,30.0,60619
6.0,6.0,60619
6.0,7.0,60619
6.0,8.0,60619
6.0,11.0,60619
6.0,13.0,60619
6.0,14.0,60619
6.0,16.0,60619
6.0,29.0,60619
6.0,30.0,60619
6.0,31.0,60619
6.0,32.0,60619
6.0,33.0,60619
6.0,34.0,60619
6.0,35.0,60619
6.0,37.0,60619
6.0,39.0,60619
6.0,41.0,60619
6.0,43.0,60619
6.0,44.0,60619
6.0,45.0,60619
6.0,48.0,60619
6.0,47.0,60619
6.0,46.0,60619
6.0,42.0,60619
6.0,40.0,60619
6.0,38.0,60619
6.0,36.0,60619
6.0,2.0,60619
7.0,1.0,60619
8.0,18.0,60619
8.0,1.0,60619
8.0,2.0,60619
8.0,15.0,60619
8.0,16.0,60619
8.0,3.0,60619
8.0,6.0,60619
8.0,8.0,60619
8.0,10.0,60619
8.0,11.0,60619
8.0,12.0,60619
8.0,14.0,60619
8.0,27.0,60619
8.0,29.0,60619
8.0,30.0,60619
8.0,31.0,60619
8.0,33.0,60619
8.0,34.0,60619
8.0,35.0,60619
8.0,38.0,60619
8.0,40.0,60619
8.0,43.0,60619
8.0,51.0,60619
8.0,52.0,60619
8.0,37.0,60619
8.0,48.0,60619
8.0,45.0,60619
8.0,44.0,60619
8.0,23.0,60619
8.0,56.0,60619
8.0,26.0,60619
8.0,25.0,60619
8.0,22.0,60619
8.0,54.0,60619
8.0,55.0,60619
8.0,41.0,60619
9.0,12.0,60619
9.0,23.0,60619
9.0,24.0,60619
9.0,25.0,60619
9.0,48.0,60619
9.0,49.0,60619
9.0,50.0,60619
9.0,42.0,60619
9.0,36.0,60619
9.0,47.0,60619
21.0,31.0,60619
21.0,44.0,60619
21.0,45.0,60619
6.0,8.0,60620
6.0,16.0,60620
6.0,19.0,60620
6.0,29.0,60620
6.0,37.0,60620
6.0,41.0,60620
6.0,20.0,60620
6.0,17.0,60620
17.0,2.0,60620
17.0,4.0,60620
17.0,5.0,60620
17.0,9.0,60620
17.0,10.0,60620
17.0,15.0,60620
17.0,21.0,60620
17.0,22.0,60620
17.0,24.0,60620
17.0,26.0,60620
17.0,27.0,60620
17.0,28.0,60620
17.0,29.0,60620
17.0,37.0,60620
17.0,38.0,60620
17.0,39.0,60620
17.0,40.0,60620
17.0,41.0,60620
17.0,20.0,60620
17.0,18.0,60620
18.0,12.0,60620
18.0,14.0,60620
18.0,18.0,60620
18.0,19.0,60620
18.0,20.0,60620
19.0,13.0,60620
18.0,26.0,60620
18.0,32.0,60620
18.0,33.0,60620
18.0,34.0,60620
18.0,38.0,60620
18.0,41.0,60620
19.0,2.0,60620
19.0,5.0,60620
19.0,10.0,60620
19.0,18.0,60620
19.0,56.0,60620
21.0,12.0,60620
9.0,49.0,60620
9.0,50.0,60620
9.0,42.0,60620
21.0,29.0,60620
21.0,1.0,60620
21.0,2.0,60620
21.0,7.0,60620
21.0,9.0,60620
21.0,13.0,60620
21.0,16.0,60620
21.0,3.0,60620
21.0,4.0,60620
21.0,5.0,60620
21.0,6.0,60620
21.0,8.0,60620
21.0,10.0,60620
21.0,11.0,60620
21.0,14.0,60620
21.0,15.0,60620
21.0,17.0,60620
21.0,18.0,60620
21.0,19.0,60620
21.0,21.0,60620
21.0,22.0,60620
21.0,23.0,60620
21.0,24.0,60620
21.0,25.0,60620
21.0,26.0,60620
21.0,27.0,60620
21.0,28.0,60620
21.0,30.0,60620
21.0,31.0,60620
21.0,32.0,60620
21.0,33.0,60620
21.0,34.0,60620
21.0,49.0,60620
21.0,35.0,60620
21.0,36.0,60620
21.0,37.0,60620
21.0,38.0,60620
21.0,39.0,60620
21.0,41.0,60620
21.0,42.0,60620
21.0,43.0,60620
21.0,44.0,60620
21.0,45.0,60620
21.0,46.0,60620
21.0,47.0,60620
21.0,48.0,60620
21.0,40.0,60620
21.0,50.0,60620
21.0,51.0,60620
21.0,52.0,60620
21.0,53.0,60620
21.0,54.0,60620
21.0,20.0,60620
6.0,23.0,60636
6.0,22.0,60636
6.0,21.0,60636
15.0,2.0,60636
15.0,24.0,60636
15.0,3.0,60636
15.0,7.0,60636
15.0,17.0,60636
15.0,18.0,60636
15.0,20.0,60636
15.0,23.0,60636
15.0,22.0,60636
15.0,21.0,60636
15.0,16.0,60636
16.0,3.0,60636
16.0,4.0,60636
16.0,6.0,60636
16.0,16.0,60636
16.0,19.0,60636
16.0,21.0,60636
16.0,22.0,60636
16.0,24.0,60636
16.0,2.0,60636
16.0,5.0,60636
16.0,9.0,60636
16.0,10.0,60636
16.0,11.0,60636
16.0,14.0,60636
16.0,15.0,60636
16.0,20.0,60636
16.0,26.0,60636
16.0,31.0,60636
16.0,34.0,60636
16.0,29.0,60636
16.0,30.0,60636
16.0,33.0,60636
17.0,3.0,60636
17.0,5.0,60636
17.0,8.0,60636
17.0,11.0,60636
17.0,13.0,60636
17.0,19.0,60636
17.0,22.0,60636
17.0,23.0,60636
17.0,26.0,60636
17.0,29.0,60636
17.0,31.0,60636
17.0,32.0,60636
17.0,33.0,60636
17.0,34.0,60636
17.0,35.0,60636
17.0,36.0,60636
17.0,37.0,60636
17.0,40.0,60636
18.0,5.0,60636
18.0,33.0,60636
7.0,38.0,60628
8.0,15.0,60628
8.0,12.0,60628
8.0,27.0,60628
10.0,13.0,60628
8.0,32.0,60628
8.0,33.0,60628
8.0,34.0,60628
8.0,39.0,60628
8.0,47.0,60628
8.0,22.0,60628
9.0,24.0,60628
9.0,6.0,60628
9.0,51.0,60628
9.0,42.0,60628
9.0,1.0,60628
9.0,2.0,60628
9.0,3.0,60628
9.0,4.0,60628
9.0,5.0,60628
9.0,7.0,60628
9.0,8.0,60628
9.0,9.0,60628
9.0,10.0,60628
9.0,11.0,60628
9.0,13.0,60628
9.0,35.0,60628
9.0,16.0,60628
9.0,17.0,60628
9.0,18.0,60628
9.0,19.0,60628
9.0,20.0,60628
9.0,21.0,60628
9.0,22.0,60628
9.0,26.0,60628
9.0,27.0,60628
9.0,28.0,60628
9.0,29.0,60628
9.0,30.0,60628
9.0,31.0,60628
9.0,32.0,60628
9.0,33.0,60628
9.0,34.0,60628
9.0,14.0,60628
9.0,45.0,60628
9.0,36.0,60628
9.0,37.0,60628
9.0,38.0,60628
9.0,44.0,60628
9.0,39.0,60628
9.0,40.0,60628
9.0,41.0,60628
9.0,43.0,60628
9.0,46.0,60628
9.0,47.0,60628
21.0,5.0,60628
21.0,23.0,60628
21.0,25.0,60628
21.0,27.0,60628
21.0,35.0,60628
21.0,38.0,60628
21.0,39.0,60628
21.0,41.0,60628
21.0,45.0,60628
34.0,4.0,60628
34.0,46.0,60628
34.0,2.0,60628
34.0,3.0,60628
34.0,6.0,60628
34.0,14.0,60628
34.0,9.0,60628
34.0,11.0,60628
34.0,12.0,60628
34.0,16.0,60628
34.0,18.0,60628
34.0,20.0,60628
34.0,22.0,60628
34.0,23.0,60628
34.0,24.0,60628
34.0,26.0,60628
34.0,27.0,60628
34.0,28.0,60628
34.0,30.0,60628
34.0,31.0,60628
34.0,33.0,60628
34.0,34.0,60628
34.0,50.0,60628
34.0,36.0,60628
34.0,37.0,60628
34.0,38.0,60628
34.0,39.0,60628
34.0,41.0,60628
34.0,42.0,60628
34.0,43.0,60628
34.0,53.0,60628
34.0,45.0,60628
34.0,15.0,60628
10.0,13.0,60827
10.0,16.0,60827
9.0,3.0,60827
9.0,15.0,60827
9.0,26.0,60827
9.0,33.0,60827
10.0,13.0,60633
10.0,2.0,60633
10.0,3.0,60633
10.0,5.0,60633
10.0,9.0,60633
10.0,16.0,60633
10.0,17.0,60633
10.0,24.0,60633
9.0,15.0,60633
11.0,9.0,60608
11.0,11.0,60608
11.0,1.0,60608
11.0,4.0,60608
11.0,5.0,60608
11.0,8.0,60608
11.0,19.0,60608
11.0,22.0,60608
11.0,25.0,60608
11.0,26.0,60608
11.0,17.0,60608
11.0,16.0,60608
11.0,15.0,60608
11.0,10.0,60608
11.0,6.0,60608
11.0,7.0,60608
11.0,3.0,60608
12.0,5.0,60608
11.0,33.0,60608
12.0,9.0,60608
12.0,1.0,60608
12.0,3.0,60608
12.0,4.0,60608
12.0,23.0,60608
12.0,2.0,60608
12.0,6.0,60608
12.0,7.0,60608
12.0,8.0,60608
12.0,15.0,60608
12.0,18.0,60608
12.0,10.0,60608
28.0,5.0,60608
28.0,10.0,60608
28.0,11.0,60608
28.0,19.0,60608
24.0,14.0,60608
24.0,16.0,60608
24.0,7.0,60608
25.0,4.0,60608
25.0,8.0,60608
25.0,20.0,60608
25.0,26.0,60608
25.0,15.0,60608
25.0,9.0,60608
25.0,32.0,60608
25.0,1.0,60608
25.0,2.0,60608
25.0,5.0,60608
25.0,7.0,60608
25.0,11.0,60608
25.0,12.0,60608
25.0,13.0,60608
25.0,17.0,60608
25.0,19.0,60608
25.0,22.0,60608
25.0,23.0,60608
25.0,24.0,60608
25.0,28.0,60608
25.0,29.0,60608
25.0,30.0,60608
27.0,10.0,60608
28.0,34.0,60608
28.0,18.0,60608
13.0,29.0,60629
13.0,15.0,60629
13.0,16.0,60629
13.0,7.0,60629
13.0,3.0,60629
13.0,5.0,60629
13.0,28.0,60629
13.0,9.0,60629
13.0,12.0,60629
13.0,13.0,60629
13.0,14.0,60629
13.0,19.0,60629
13.0,23.0,60629
13.0,24.0,60629
13.0,25.0,60629
13.0,30.0,60629
13.0,34.0,60629
13.0,35.0,60629
13.0,36.0,60629
13.0,37.0,60629
13.0,39.0,60629
13.0,40.0,60629
13.0,41.0,60629
13.0,44.0,60629
13.0,46.0,60629
13.0,47.0,60629
14.0,3.0,60629
14.0,5.0,60629
14.0,14.0,60629
14.0,15.0,60629
14.0,21.0,60629
14.0,26.0,60629
14.0,29.0,60629
16.0,13.0,60629
15.0,3.0,60629
15.0,19.0,60629
15.0,16.0,60629
16.0,1.0,60629
16.0,4.0,60629
16.0,6.0,60629
16.0,17.0,60629
16.0,18.0,60629
16.0,19.0,60629
16.0,21.0,60629
16.0,22.0,60629
16.0,11.0,60629
16.0,23.0,60629
17.0,17.0,60629
16.0,32.0,60629
16.0,35.0,60629
17.0,14.0,60629
17.0,1.0,60629
17.0,3.0,60629
17.0,6.0,60629
17.0,7.0,60629
17.0,12.0,60629
17.0,16.0,60629
17.0,8.0,60629
17.0,30.0,60629
17.0,25.0,60629
18.0,43.0,60629
18.0,47.0,60629
18.0,5.0,60629
18.0,12.0,60629
18.0,27.0,60629
18.0,33.0,60629
18.0,39.0,60629
18.0,42.0,60629
18.0,48.0,60629
18.0,49.0,60629
18.0,50.0,60629
23.0,19.0,60629
23.0,5.0,60629
23.0,20.0,60629
23.0,7.0,60629
23.0,10.0,60629
23.0,11.0,60629
23.0,13.0,60629
23.0,15.0,60629
23.0,17.0,60629
23.0,6.0,60629
23.0,8.0,60629
23.0,9.0,60629
23.0,26.0,60629
23.0,25.0,60629
23.0,30.0,60629
23.0,31.0,60629
23.0,32.0,60629
23.0,33.0,60629
23.0,39.0,60629
23.0,34.0,60629
23.0,38.0,60638
13.0,17.0,60638
13.0,1.0,60638
13.0,4.0,60638
13.0,8.0,60638
13.0,12.0,60638
13.0,13.0,60638
13.0,25.0,60638
13.0,26.0,60638
13.0,27.0,60638
13.0,36.0,60638
13.0,43.0,60638
13.0,45.0,60638
13.0,32.0,60638
13.0,48.0,60638
13.0,42.0,60638
13.0,38.0,60638
13.0,33.0,60638
13.0,31.0,60638
13.0,22.0,60638
13.0,21.0,60638
13.0,20.0,60638
13.0,18.0,60638
13.0,11.0,60638
13.0,10.0,60638
13.0,6.0,60638
13.0,2.0,60638
14.0,2.0,60638
14.0,12.0,60638
14.0,18.0,60638
14.0,22.0,60638
14.0,4.0,60638
14.0,24.0,60638
14.0,9.0,60638
14.0,1.0,60638
14.0,23.0,60638
23.0,2.0,60638
23.0,4.0,60638
23.0,1.0,60638
23.0,3.0,60638
23.0,16.0,60638
23.0,8.0,60638
23.0,12.0,60638
23.0,14.0,60638
23.0,18.0,60638
23.0,27.0,60638
23.0,29.0,60638
23.0,25.0,60638
23.0,23.0,60638
23.0,22.0,60638
23.0,21.0,60638
23.0,28.0,60638
23.0,35.0,60638
23.0,36.0,60638
23.0,37.0,60638
22.0,23.0,60638
22.0,16.0,60638
22.0,12.0,60638
22.0,8.0,60638
22.0,2.0,60638
22.0,1.0,60638
13.0,15.0,60632
12.0,2.0,60632
12.0,6.0,60632
12.0,11.0,60632
12.0,12.0,60632
12.0,13.0,60632
12.0,21.0,60632
12.0,20.0,60632
12.0,17.0,60632
13.0,7.0,60632
13.0,3.0,60632
13.0,12.0,60632
13.0,24.0,60632
14.0,2.0,60632
14.0,3.0,60632
14.0,5.0,60632
14.0,6.0,60632
14.0,12.0,60632
14.0,10.0,60632
14.0,11.0,60632
14.0,13.0,60632
14.0,14.0,60632
14.0,15.0,60632
14.0,16.0,60632
14.0,17.0,60632
14.0,19.0,60632
14.0,20.0,60632
14.0,21.0,60632
14.0,18.0,60632
14.0,25.0,60632
14.0,26.0,60632
14.0,27.0,60632
14.0,28.0,60632
14.0,29.0,60632
14.0,30.0,60632
14.0,31.0,60632
14.0,22.0,60632
14.0,8.0,60632
14.0,7.0,60632
15.0,4.0,60632
15.0,6.0,60632
15.0,8.0,60632
15.0,9.0,60632
15.0,10.0,60632
15.0,11.0,60632
15.0,12.0,60632
15.0,3.0,60632
15.0,19.0,60632
15.0,16.0,60632
16.0,1.0,60632
23.0,6.0,60632
23.0,8.0,60632
23.0,9.0,60632
23.0,24.0,60632
23.0,26.0,60632
23.0,25.0,60632
23.0,39.0,60632
22.0,10.0,60632
22.0,15.0,60632
22.0,23.0,60632
22.0,16.0,60632
22.0,12.0,60632
22.0,8.0,60632
22.0,2.0,60632
22.0,1.0,60632
12.0,2.0,60623
12.0,7.0,60623
12.0,15.0,60623
12.0,18.0,60623
12.0,22.0,60623
12.0,16.0,60623
12.0,14.0,60623
12.0,10.0,60623
24.0,13.0,60623
22.0,3.0,60623
22.0,4.0,60623
22.0,5.0,60623
22.0,6.0,60623
22.0,9.0,60623
22.0,10.0,60623
22.0,11.0,60623
22.0,13.0,60623
22.0,14.0,60623
22.0,15.0,60623
22.0,16.0,60623
22.0,17.0,60623
22.0,18.0,60623
22.0,19.0,60623
22.0,20.0,60623
22.0,21.0,60623
22.0,22.0,60623
22.0,25.0,60623
22.0,7.0,60623
22.0,24.0,60623
24.0,6.0,60623
24.0,1.0,60623
24.0,2.0,60623
24.0,3.0,60623
24.0,5.0,60623
24.0,8.0,60623
24.0,9.0,60623
24.0,10.0,60623
24.0,11.0,60623
24.0,12.0,60623
24.0,14.0,60623
24.0,15.0,60623
24.0,21.0,60623
24.0,22.0,60623
24.0,23.0,60623
24.0,24.0,60623
24.0,28.0,60623
24.0,30.0,60623
24.0,31.0,60623
24.0,33.0,60623
24.0,34.0,60623
24.0,35.0,60623
24.0,36.0,60623
24.0,38.0,60623
24.0,29.0,60623
24.0,41.0,60623
24.0,40.0,60623
24.0,39.0,60623
24.0,37.0,60623
24.0,26.0,60623
24.0,16.0,60623
24.0,7.0,60623
28.0,34.0,60623
24.0,25.0,60623
26.0,35.0,60622
26.0,3.0,60622
26.0,1.0,60622
26.0,5.0,60622
